#,Nome,Categoria,Favorito,Resolvidos,Nível,col_6
2550,,Novo Campus,Grafos,,1.310,8
2551,,Novo Recorde,Iniciante,,3.301,3
2552,,PãodeQuejoSweeper,Iniciante,,6.605,2
2553,,Passeio em FdI,Paradigmas,,228,7
2554,,Pizza Antes de BH,Iniciante,,2.948,3
2555,,Quiz Universitário,Paradigmas,,138,8
2556,,Reinauguração do CEI,Ad-Hoc,,481,2
2557,,R+L=J,Strings,,1.889,2
2558,,Robô Aspirador,Grafos,,82,10
2559,,Sexta-Feira 13,Estruturas e Bibliotecas,,81,10
2560,,Surf Aquático,Estruturas e Bibliotecas,,459,9
2561,,Tesouro,Geometria Computacional,,98,8
2562,,Tipos Analógimôn,Grafos,,892,7
2563,,Transfira Para o Professor,Paradigmas,,368,6
2564,,Troca ou Não Troca,Ad-Hoc,,181,5
2565,,Tubos de Ensaio,Ad-Hoc,,271,4
2566,,Viagem Para BH,Grafos,,650,8
2567,,Virus,Ad-Hoc,,1.983,2
2568,,Ações,Ad-Hoc,,871,2
2569,,A Bruxa do 7 x 1,Ad-Hoc,,1.360,4
2570,,Californication,Ad-Hoc,,290,9
2571,,Doador,Ad-Hoc,,131,9
2572,,Escalação,Ad-Hoc,,175,10
2573,,Caça ao Tesouro,Ad-Hoc,,92,10
2574,,Lagoa Das Capivaras,Ad-Hoc,,106,9
2575,,Árvore de Natal,Ad-Hoc,,153,9
2576,,Invertendo Setas,Ad-Hoc,,318,8
2577,,Jogo das Caixas,Ad-Hoc,,23,5
2578,,Ontarama Meraini,Ad-Hoc,,53,9
2579,,Nagol,Ad-Hoc,,784,5
2580,,Mestre Pokémon Ho,Ad-Hoc,,9,5
2581,,I am Toorg!,Iniciante,,7.599,1
2582,,System of a Download,Iniciante,,7.322,2
2583,,Chirrin Chirrion,Strings,,606,4
2584,,Pentágono,Matemática,,962,4
2585,,Dominó Incompleto,Grafos,,95,7
2586,,Cubonacci,Ad-Hoc,,57,5
2587,,Jetiqui,Strings,,1.516,1
2588,,Jogo dos Palíndromos,Strings,,1.326,3
2589,,Maior Distância Entre Primos Consecutivos,Matemática,,311,9
2590,,Sete,Ad-Hoc,,2.065,7
2591,,HameKameKa,Strings,,3.316,1
2592,,VaiNaSort,Ad-Hoc,,1.398,2
2593,,Eachianos I,Estruturas e Bibliotecas,,1.032,5
2594,,Eachianos II,Estruturas e Bibliotecas,,1.285,3
2595,,Cash Roial,Ad-Hoc,,202,6
2596,,Xenlonguinho,Matemática,,1.695,2
2597,,Xenlongão,Matemática,,415,5
2598,,Colocando Radares,Matemática,,1.822,3
2599,,Contando Radares,Paradigmas,,232,7
2600,,Tustin e Seu Dado Novo,Ad-Hoc,,1.350,6
2601,,Tustin e Seu Dado Antigo,Ad-Hoc,,139,7
2602,,Select Básico,SQL,,41.736,4
2603,,Endereço dos Clientes,SQL,,36.826,1
2604,,Menores que 10 ou Maiores que 100,SQL,,33.064,2
2605,,Representantes Executivos,SQL,,25.543,4
2606,,Categorias,SQL,,23.048,3
2607,,Cidades em Ordem Alfabética,SQL,,26.008,1
2608,,Maior e Menor Preço,SQL,,23.045,1
2609,,Produtos por Categorias,SQL,,21.291,6
2610,,Valor Médio dos Produtos,SQL,,17.926,3
2611,,Filmes de Ação,SQL,,18.391,4
2613,,Filmes Baratos,SQL,,17.992,2
2614,,Locações de Setembro,SQL,,14.215,5
2615,,Expandindo o Negocio,SQL,,18.446,1
2616,,Nenhuma Locação,SQL,,13.404,5
2617,,Fornecedor Ajax SA,SQL,,15.024,1
2618,,Produtos Importados,SQL,,13.458,3
2619,,Super Luxo,SQL,,13.170,2
2620,,Pedidos no Primeiro Semestre,SQL,,11.879,3
2621,,Quantidades Entre 10 e 20,SQL,,12.327,3
2622,,Pessoas Jurídicas,SQL,,13.907,1
2623,,Categorias com Vários Produtos,SQL,,10.526,4
2624,,Quantidades de Cidades por Clientes,SQL,,11.891,3
2625,,Máscara de CPF,SQL,,7.692,4
2626,,Turma do JB6,Iniciante,,1.891,4
2627,,Bonde de Autômatos,Ad-Hoc,,81,10
2628,,Caça ao Tesouro,Ad-Hoc,,39,10
2629,,Rodoido,Ad-Hoc,,73,5
2630,,Escala de Cinza,Iniciante,,4.019,2
2631,,Formando Duplas,Grafos,,480,8
2632,,Magic and Sword,Iniciante,,1.695,8
2633,,Churras no Yuri,Estruturas e Bibliotecas,,4.324,2
2634,,Em Prol da Ciência,Ad-Hoc,,17,5
2635,,Navegador Web,Iniciante,,1.614,4
2636,,3-RSA,Matemática,,458,9
2637,,Casa do Batera,Grafos,,6,5
2639,,Cluedo,Ad-Hoc,,8,5
2640,,Missão Improvável,Geometria Computacional,,25,5
2641,,Dinheiro por Nada,Ad-Hoc,,10,5
2643,,Posterizar,Ad-Hoc,,14,5
2644,,Replicate Replicate Rfplicbte,Ad-Hoc,,5,5
2645,,Cenário,Ad-Hoc,,3,5
2646,,Câmara Secreta no Monte Rushmore,Grafos,,383,4
2648,,Tarot Sham Boast,Ad-Hoc,,9,5
2650,,Construindo Muralhas,Ad-Hoc,,916,4
2651,,Link Bolado,Strings,,3.552,4
2652,,Quantas Árvores?,Grafos,,98,10
2653,,Dijkstra,Iniciante,,5.430,2
2654,,Godofor,Estruturas e Bibliotecas,,2.025,5
2655,,Trilha Perigosa,Estruturas e Bibliotecas,,674,8
2656,,Rhombus,Estruturas e Bibliotecas,,74,10
2657,,Sensate,Grafos,,225,9
2658,,Acordes Intergaláticos,Estruturas e Bibliotecas,,714,9
2659,,Brincadeira,Ad-Hoc,,169,9
2660,,Cigarras Periódicas,Matemática,,664,6
2661,,Despojados,Matemática,,1.409,6
2662,,Escala Musical,Ad-Hoc,,626,4
2663,,Fase,Iniciante,,4.585,3
2664,,Ginástica,Paradigmas,,1.079,4
2665,,Hipercampo,Geometria Computacional,,561,7
2666,,Imposto Real,Grafos,,784,3
2667,,Jogo de Boca,Matemática,,2.353,3
2668,,K-ésimo,Matemática,,138,9
2669,,Laboratório de Biotecnologia,Strings,,314,10
2670,,Máquina de Café,Iniciante,,12.401,3
2671,,Decodificando o Texto,Estruturas e Bibliotecas,,105,9
2672,,Máscara de Rede,Ad-Hoc,,68,6
2673,,Resistores Série e Paralelo,Ad-Hoc,,44,8
2674,,Super Primos: Ativar!,Matemática,,4.202,7
2675,,Rouba Monte,Ad-Hoc,,268,6
2676,,Cidade no Centro,Grafos,,231,6
2677,,Par ou Ímpar,Paradigmas,,517,7
2678,,Discagem de Voz,Strings,,759,5
2679,,Sucessor Par,Ad-Hoc,,5.140,1
2680,,Folha de Pagamentos,Matemática,,476,8
2681,,Macacos da Torre de Hanoi,Matemática,,419,8
2682,,Detector de Falhas,Ad-Hoc,,1.624,5
2683,,Espaço de Projeto,Grafos,,1.081,5
2684,,Ajude o Professor Webscript!!,Ad-Hoc,,35,10
2685,,A Mudança,Iniciante,,2.841,2
2686,,A Mudança Continua!!,Iniciante,,1.411,5
2687,,Dominação Bacteriana,Grafos,,247,7
2688,,Escolhendo um Lugar,Grafos,,17,5
2689,,Jogo do Mião,Ad-Hoc,,148,4
2690,,Nova Senha RA,Strings,,1.461,5
2691,,O Matemático,Strings,,1.353,3
2692,,Teclado Zoeiro,Strings,,1.380,4
2693,,Van,Estruturas e Bibliotecas,,2.893,3
2694,,Problema com a Calculadora,Strings,,6.299,1
2695,,Arrumando Lajotas,Geometria Computacional,,65,10
2697,,Sequencia Completa de Naebbirac,Strings,,430,7
2698,,Dispositivo Assombrado,Estruturas e Bibliotecas,,130,10
2699,,Enigma,Paradigmas,,308,6
2700,,Angariando Fundos,Estruturas e Bibliotecas,,256,7
2701,,Portas da Incerteza,Ad-Hoc,,61,8
2702,,Escolha Difícil,Iniciante,,12.283,1
2703,,Estradas Imperiais,Grafos,,423,10
2704,,Sapo Saltador,Ad-Hoc,,112,8
2705,,Mantenha Coberto,Ad-Hoc,,87,7
2706,,Linearville,Grafos,,30,5
2708,,Turistas no Parque Huacachina,Iniciante,,3.740,1
2709,,As Moedas de Robbie,Iniciante,,2.793,9
2710,,Jogo da Matriz,Ad-Hoc,,84,10
2711,,Destravando o Celular,Matemática,,169,10
2712,,Rodízio Veicular,Iniciante,,3.896,4
2713,,O Mago é Implacável!,Paradigmas,,159,6
2714,,Minha Senha Provisória,Strings,,2.573,2
2715,,Dividindo os Trabalhos I,Iniciante,,1.576,7
2716,,Dividindo os Trabalhos II,Paradigmas,,415,9
2717,,Tempo do Duende,Iniciante,,8.844,1
2718,,Luzes de Natal,Iniciante,,2.152,5
2719,,Quantas Viagens Fará o Noel?,Ad-Hoc,,852,6
2720,,Presentes Grandes,Estruturas e Bibliotecas,,1.602,7
2721,,Indecisão das Renas,Iniciante,,4.326,3
2722,,Pegadinha de Evergreen,Strings,,2.497,3
2723,,Equilibrando Presentes,Paradigmas,,443,7
2724,,Ajude Patatatitu,Iniciante,,781,4
2725,,Vila Natalina,Grafos,,177,4
2726,,Trenó Lotado,Matemática,,34,9
2727,,Código Secreto,Iniciante,,3.246,3
2728,,"Grace Hopper, a Vovó do Cobol",Strings,,1.851,6
2729,,Lista de Compras,Estruturas e Bibliotecas,,6.906,4
2730,,Pares Pareados,Ad-Hoc,,239,6
2731,,Programação de Viagem,Grafos,,319,5
2732,,Reino De Alice,Grafos,,223,6
2733,,O Armário da Leitora,Ad-Hoc,,287,5
2734,,Trocando Presentes,Estruturas e Bibliotecas,,335,10
2735,,O Presente de Nina,Matemática,,58,8
2736,,Números de Avalon,Ad-Hoc,,44,7
2737,,Advogados,SQL,,8.801,6
2738,,Concurso,SQL,,7.383,4
2739,,Dia de Pagamento,SQL,,6.006,6
2740,,Liga,SQL,,5.474,5
2741,,Notas dos Alunos,SQL,,6.431,5
2742,,O Multiverso de Richard,SQL,,5.324,5
2743,,Quantidade de Caracteres,SQL,,6.411,3
2744,,Senhas,SQL,,7.225,1
2745,,Taxas,SQL,,6.368,3
2746,,Virus,SQL,,6.946,1
2747,,Saída 1,Iniciante,,16.759,1
2748,,Saída 2,Iniciante,,15.302,1
2749,,Saída 3,Iniciante,,10.929,2
2750,,Saída 4,Iniciante,,9.255,1
2752,,Saída 6,Iniciante,,7.123,1
2753,,Saída 7,Iniciante,,11.444,1
2754,,Saída 8,Iniciante,,8.828,1
2755,,Saída 9,Iniciante,,11.142,2
2756,,Saída 10,Iniciante,,12.805,1
2757,,Entrada e Saída de Números Inteiros,Iniciante,,8.088,3
2758,,Entrada e Saída de Números Reais,Iniciante,,7.419,4
2759,,Entrada e Saída de Carácter,Iniciante,,10.847,2
2760,,Entrada e Saída de String,Iniciante,,7.150,5
2761,,Entrada e Saída de Vários Tipos,Iniciante,,2.306,6
2762,,Entrada e Saída 6,Iniciante,,7.281,2
2763,,Entrada e Saída CPF,Iniciante,,11.110,1
2764,,Entrada e Saída de Data,Iniciante,,13.571,4
2765,,Entrada e Saída com Virgula,Iniciante,,4.830,4
2766,,Entrada e Saída Lendo e Pulando Nomes,Iniciante,,9.441,3
2767,,Festa,Matemática,,270,7
2768,,Grafo do Dabriel,Grafos,,734,7
2769,,Linha de Montagem,Iniciante,,1.077,4
2770,,Tamanho da Placa,Iniciante,,2.749,7
2771,,Média,Ad-Hoc,,316,6
2772,,Plantação,Ad-Hoc,,108,10
2773,,Menor Caminho,Geometria Computacional,,249,7
2774,,Precisão do Sensor,Iniciante,,1.277,4
2775,,Preparando a Produção,Iniciante,,672,4
2776,,Promoções,Ad-Hoc,,259,8
2777,,Subsets do Dabriel,Matemática,,127,5
2778,,Matriz do Dabriel,Paradigmas,,224,10
2779,,Álbum da Copa,Iniciante,,4.707,1
2780,,Basquete de Robôs,Iniciante,,12.684,1
2781,,Câmara de Compensação,Grafos,,338,5
2782,,Escadinha,Iniciante,,2.848,3
2783,,Figurinhas da Copa,Iniciante,,3.265,2
2784,,Ilhas,Grafos,,968,5
2785,,Pirâmide,Iniciante,,911,4
2786,,Piso da Escola,Iniciante,,6.184,1
2787,,Xadrez,Iniciante,,16.461,1
2788,,Aula,Ad-Hoc,,57,5
2789,,Crise Hídrica,Ad-Hoc,,151,9
2790,,Dados,Ad-Hoc,,280,5
2791,,Feijão,Iniciante,,8.252,1
2792,,Golnaldinho,Estruturas e Bibliotecas,,420,8
2793,,HM,Ad-Hoc,,165,6
2794,,Montes Claros,Ad-Hoc,,568,4
2795,,Palíndromo,Ad-Hoc,,155,9
2796,,Planta da Casa,Ad-Hoc,,315,10
2797,,Aplicando Prova,Ad-Hoc,,217,6
2798,,Lero-Lero da Mineira,Ad-Hoc,,63,10
2799,,Coral Nortista,Paradigmas,,8,5
2800,,Brincando de Consultas,Estruturas e Bibliotecas,,198,9
2801,,Cifra Affine,Matemática,,87,9
2802,,Dividindo Círculos,Iniciante,,2.206,5
2803,,Estados do Norte,Ad-Hoc,,1.465,3
2804,,Ferrovias,Grafos,,43,8
2805,,Binarizando a Matriz,Estruturas e Bibliotecas,,127,5
2806,,Ingredientes Típicos,Ad-Hoc,,83,10
2807,,Iccanobif,Iniciante,,4.086,2
2808,,Mais Cavalos,Iniciante,,2.864,3
2809,,K-ésimo Caminho,Grafos,,63,10
2810,,Combate à Dengue 2.0,Grafos,,39,9
2811,,Sibi-Xor,Paradigmas,,42,10
2812,,Laércio,Iniciante,,1.479,3
2813,,Evitando Chuva,Iniciante,,1.831,4
2814,,Música Alta,Ad-Hoc,,182,3
2815,,Digitador Gago,Strings,,2.966,2
2816,,Palíndromo do Dabriel,Grafos,,62,8
2817,,Posto do Darlan,Matemática,,166,8
2818,,Jogo Divertido,Paradigmas,,59,9
2819,,Cartas Para o Noel,Matemática,,29,5
2820,,Os Dígitos de Bruna,Matemática,,93,9
2821,,Distribuição de Cartas,Estruturas e Bibliotecas,,89,5
2822,,Meu Primeiro Grafinho,Matemática,,54,10
2823,,Eearliest Deadline First,Iniciante,,600,4
2824,,Pudim,Strings,,453,9
2825,,L de Atreus!?,Strings,,129,8
2826,,Léxico,Iniciante,,3.362,3
2827,,Contador de Tokens,Strings,,247,8
2828,,Anagramas,Matemática,,349,8
2829,,"Maiúsculas, Por Quê?",Ad-Hoc,,307,6
2830,,Copa,Ad-Hoc,,1.174,5
2832,,Cápsulas,Ad-Hoc,,760,7
2833,,Campeonato,Ad-Hoc,,613,3
2834,,Fuga,Ad-Hoc,,158,4
2835,,Elevador,Ad-Hoc,,567,3
2836,,Wifi,Ad-Hoc,,76,9
2837,,Sequência,Ad-Hoc,,206,7
2838,,As Jóias do Infinito,Grafos,,73,7
2839,,As Meias de Rangel,Matemática,,2.656,1
2840,,Balão++,Geometria Computacional,,4.528,2
2841,,Dabriel e Sua Festa,Paradigmas,,139,8
2842,,Dabriel e Suas Strings,Paradigmas,,721,6
2843,,"Escrita Rápida, a Competição",Ad-Hoc,,310,9
2844,,"Escrita Rápida, o Duelo",Ad-Hoc,,388,3
2845,,Festa no Polo Norte,Iniciante,,1.652,3
2846,,Fibonot,Iniciante,,3.389,4
2847,,"Papel, Tesoura, I Love You!",Ad-Hoc,,406,5
2848,,Rangel e o Jogo do Vetor I,Estruturas e Bibliotecas,,727,6
2849,,Rangel e o Jogo do Vetor II,Estruturas e Bibliotecas,,211,10
2850,,Papagaio Poliglota,Iniciante,,3.913,4
2851,,Desafio de Rangel,Ad-Hoc,,194,9
2852,,Troca de Mensagens,Iniciante,,739,5
2853,,Invenções de Bibika,Ad-Hoc,,162,7
2854,,Árvore Genealógica,Grafos,,1.821,4
2855,,Números de Sorte,Estruturas e Bibliotecas,,552,7
2856,,Viagem do Pão de Queijo,Paradigmas,,122,7
2857,,Fluxo nos Vagões,Estruturas e Bibliotecas,,204,7
2858,,Tabuleiro Infinito,Ad-Hoc,,101,9
2859,,Digit Root,Matemática,,185,9
2860,,A Paz em Spar-Ta,Estruturas e Bibliotecas,,22,5
2861,,A Saída,Iniciante,,6.138,1
2862,,Inseto!,Iniciante,,7.554,1
2863,,Umil Bolt,Iniciante,,5.791,4
2864,,Qual é a Altura?,Matemática,,981,4
2865,,Palíndromo Binário,Ad-Hoc,,78,8
2866,,Criptotexto,Strings,,5.070,2
2867,,Dígitos,Iniciante,,4.251,5
2868,,Errrou!,Ad-Hoc,,1.758,1
2869,,Falando em Divisor...,Matemática,,529,8
2870,,Jogo do Mapa,Grafos,,36,8
2871,,Colheita de Café,Ad-Hoc,,1.023,4
2872,,Protocolo TCP/IP,Estruturas e Bibliotecas,,618,7
2873,,Pirâmide,Matemática,,305,6
2874,,Frase Binária,Ad-Hoc,,1.047,4
2875,,Jogo Túnel,Ad-Hoc,,253,4
2876,,Aventurando-se no Slackline,Ad-Hoc,,28,5
2877,,Bolinhas de Gude,Paradigmas,,172,9
2878,,Cortador de Pizza,Matemática,,411,8
2879,,Desvendando Monty Hall,Iniciante,,4.931,1
2880,,Enigma,Strings,,2.256,4
2881,,Festival,Paradigmas,,280,8
2882,,Gasolina,Paradigmas,,224,8
2883,,Hipótese Policial,Grafos,,23,5
2884,,Interruptores,Ad-Hoc,,907,5
2885,,Juntando Capitais,Grafos,,62,7
2886,,Kepler,Matemática,,80,10
2887,,Linhas de Metrô,Grafos,,308,7
2888,,Modificando SAT,Paradigmas,,29,5
2889,,O Tasco é Sempre Vice!,Estruturas e Bibliotecas,,152,9
2890,,Colorindo Tetraedros,Matemática,,354,5
2891,,Um Problema com Final Feliz,Geometria Computacional,,198,6
2892,,Treino No Velódromo,Matemática,,142,10
2893,,Fibonac^{k}i,Estruturas e Bibliotecas,,429,6
2894,,Vírus,Grafos,,43,9
2895,,Velhas Balanças,Paradigmas,,117,9
2896,,Aproveite a Oferta,Iniciante,,3.759,1
2897,,Histórico de Comandos,Ad-Hoc,,222,5
2898,,Olimpíadas,Ad-Hoc,,168,5
2899,,Série de Tubos,Ad-Hoc,,68,5
2900,,Jogo de Varetas,Ad-Hoc,,211,4
2901,,Vôlei Marciano,Ad-Hoc,,26,5
2902,,Rouba Monte,Ad-Hoc,,85,6
2903,,Uma Pizza Simétrica,Matemática,,861,7
2904,,Construindo um Campo,Ad-Hoc,,466,5
2905,,Viagens Baratas,Ad-Hoc,,377,8
2906,,Banco de Dados de Clientes,Strings,,776,3
2907,,"Fuja, Polígono!",Ad-Hoc,,135,8
2908,,Animais Fantásticos,Ad-Hoc,,125,10
2909,,Coletando Frutos Rubro-Negros,Ad-Hoc,,44,5
2910,,Desativação de Rodovias,Ad-Hoc,,354,8
2911,,Cores de Tinta,Ad-Hoc,,222,8
2912,,Eleição Comprometida,Ad-Hoc,,16,5
2913,,KryptoLocker Comeu meu Trabalho de Casa,Ad-Hoc,,74,10
2914,,Procurando pelo Fator de Risco,Ad-Hoc,,320,9
2915,,Monte Maratona,Ad-Hoc,,554,2
2916,,A Nota,Estruturas e Bibliotecas,,769,9
2917,,Barbante,Paradigmas,,81,8
2918,,Dígitos Inteligentes,Paradigmas,,172,9
2919,,Melhor Ordem,Paradigmas,,389,7
2920,,Número Pequeno,Paradigmas,,66,9
2921,,Quadros Alienígenas,Paradigmas,,76,8
2922,,Salas De Aula,Ad-Hoc,,500,5
2923,,Birinho,Ad-Hoc,,597,4
2924,,BigInt,Ad-Hoc,,547,4
2925,,Sequência IccanobiF,Ad-Hoc,,225,5
2926,,Então é Natal!,Ad-Hoc,,1.637,1
2927,,Imprevistos Natalinos,Ad-Hoc,,902,2
2928,,Cruzando Lagos,Ad-Hoc,,445,3
2929,,Menor da Pilha,Estruturas e Bibliotecas,,2.693,8
2930,,TCC da Depressão Natalino,Iniciante,,2.456,4
2931,,Presentes Suspeitos,Ad-Hoc,,100,6
2932,,Renas do Papai Noel,Paradigmas,,45,10
2933,,Passeio de Trenó pela Terra,Grafos,,46,7
2934,,Noel e Suas Renas,Paradigmas,,58,9
2935,,DNA Élfico,Ad-Hoc,,25,5
2936,,Quanta Mandioca?,Iniciante,,9.249,1
2937,,Cobra Norato,Matemática,,9,5
2938,,Jaçanã,Ad-Hoc,,171,7
2939,,Casais,Matemática,,157,9
2940,,Máquina do Tempo Quebrada,Ad-Hoc,,6,5
2941,,Fibra Ótica,Grafos,,150,5
2942,,Mistura de Bits,Ad-Hoc,,160,10
2943,,Smider Pan,Ad-Hoc,,145,7
2944,,Emergência em Manaus,Ad-Hoc,,61,10
2945,,Monitor,Ad-Hoc,,50,6
2946,,Dabriel e a Divisibilidade,Ad-Hoc,,492,9
2947,,Gabarito,Ad-Hoc,,315,4
2948,,Plantação de Açaí,Ad-Hoc,,114,10
2949,,A Sociedade do Anel,Iniciante,,3.259,3
2950,,As Duas Torres,Iniciante,,3.718,1
2951,,O Retorno do Rei,Iniciante,,1.977,3
2952,,A Vida Sustentável,Estruturas e Bibliotecas,,117,9
2953,,Mais um Joguinho,Matemática,,287,2
2954,,O Jogo,Strings,,330,6
2955,,Truuuuuco!,Matemática,,32,5
2956,,Derivada de 13 Variáveis,Matemática,,532,2
2957,,Sir Vô,Ad-Hoc,,126,8
2958,,O Rolê Bad Vibes,Estruturas e Bibliotecas,,1.327,2
2959,,Credo com ParaTudo!,Grafos,,1.049,6
2960,,Era Uma Vez…,Strings,,97,10
2961,,"Ô, Que Tanto de Filme!",Estruturas e Bibliotecas,,350,5
2962,,Arte Valiosa,Grafos,,712,9
2963,,Bobo da Corte,Iniciante,,3.772,3
2964,,Cruzamento Perigoso,Ad-Hoc,,19,5
2965,,Delação Premiada,Grafos,,414,7
2966,,Exibição de Peixes,Ad-Hoc,,20,5
2967,,Florestas em Risco,Paradigmas,,94,10
2968,,Hora da Corrida,Iniciante,,3.737,5
2969,,Interplanetário,Grafos,,148,10
2970,,Keep Calm e Venda Balões,Paradigmas,,40,7
2971,,Jogo de Baralho,Ad-Hoc,,318,9
2972,,Lançando Moedas,Ad-Hoc,,433,8
2973,,Maratona Brasileira de Comedores de Pipoca,Paradigmas,,1.268,9
2974,,Fechadura,Strings,,97,5
2975,,Anel,Strings,,49,5
2976,,Triângulos,Paradigmas,,7,5
2977,,Romeu e Julieta,Grafos,,26,5
2978,,Cartão,Matemática,,97,10
2979,,Torre,Ad-Hoc,,14,5
2980,,Jogo da Árvore,Grafos,,66,5
2981,,Vamos Fechar,Matemática,,420,3
2982,,A Greve para ou Continua?,Iniciante,,2.147,3
2983,,Nem Tudo é Greve,Matemática,,271,8
2984,,Assuntos Pendentes,Estruturas e Bibliotecas,,1.427,2
2985,,Tobias Contra o Relógio,Ad-Hoc,,89,7
2986,,Nem Tudo é Greve Versão Hard,Matemática,,361,1
2987,,Balão de Honra,Iniciante,,11.425,1
2988,,Campeonato Cearense,SQL,,2.843,4
2989,,Departamentos e Divisões,SQL,,1.383,7
2990,,CPF dos Empregados,SQL,,4.411,4
2991,,Estatísticas dos Departamentos,SQL,,1.247,9
2992,,Divisões Com Maiores Médias Salariais,SQL,,1.150,7
2993,,Mais Frequente,SQL,,4.123,3
2994,,Quanto Ganha um Médico?,SQL,,3.821,2
2995,,A Mensagem do Sensor,SQL,,2.514,5
2996,,Entrega de Pacotes,SQL,,2.295,5
2997,,Pagamento dos Empregados,SQL,,1.302,9
2998,,The Payback,SQL,,1.249,6
2999,,Maior Sálario da Divisão,SQL,,1.003,5
3001,,Update sem Where,SQL,,2.824,6
3002,,Salve a Lilly!,Matemática,,129,5
3003,,O Grupinho,Grafos,,48,5
3004,,Envelopes,Matemática,,961,3
3005,,Pilhas de Paralelepípedos,Ad-Hoc,,519,2
3006,,Passeio em Copacabana,Ad-Hoc,,33,5
3007,,Lucas e Frobenius,Matemática,,21,5
3008,,Numeração com Fósforos,Ad-Hoc,,56,5
3009,,Dominós,Ad-Hoc,,169,8
3010,,Binários Ambíguos,Ad-Hoc,,37,5
3011,,Quebra-Cabeça Algébrico,Ad-Hoc,,50,8
3012,,Algorithm Teaching,Ad-Hoc,,40,1
3013,,Construir a Casa Perfeita,Ad-Hoc,,16,5
3014,,Reduzir a Desigualdade,Ad-Hoc,,29,5
3015,,Estrelas Deslumbrantes,Ad-Hoc,,41,5
3016,,Bolo de Fruta-Ovo,Ad-Hoc,,88,8
3017,,Fabricando Esculturas,Ad-Hoc,,54,5
3018,,Colando Fotos,Ad-Hoc,,49,5
3019,,Manter ou Continuar?,Ad-Hoc,,19,5
3020,,Melhore o SPAM,Ad-Hoc,,98,6
3021,,Gafanhoto Saltitante,Ad-Hoc,,31,5
3022,,Conheça seus Aliens,Ad-Hoc,,67,7
3023,,Alavancar MDT,Ad-Hoc,,73,5
3024,,Cordilheiras,Ad-Hoc,,475,1
3025,,Coletor,Ad-Hoc,,19,5
3026,,Número Inteiro Periódico,Matemática,,11,5
3027,,Plano de Treino,Grafos,,16,5
3028,,Bubble Reactor,Grafos,,2,5
3029,,Função Composição,Matemática,,5,5
3030,,Transformadores de Salto,Ad-Hoc,,2,5
3031,,Xor Spanning Tree,Grafos,,1,5
3032,,Tuplas do Produto,Ad-Hoc,,7,5
3033,,Ajude Maria,Ad-Hoc,,51,9
3034,,O Caso Douglas,Ad-Hoc,,561,2
3035,,Fabrica de Peças,Ad-Hoc,,107,6
3036,,Cor da Camisa,Matemática,,258,9
3037,,Jogando Dardos Por Distância,Iniciante,,3.993,2
3038,,Carta de Natal Criptografada,Strings,,1.746,4
3039,,Brinquedos do Papai Noel,Iniciante,,3.530,2
3040,,A Árvore de Natal,Iniciante,,4.732,1
3041,,Distribuição de Artigos,Ad-Hoc,,194,3
3042,,Desviando de Árvores de Natal,Iniciante,,1.019,7
3043,,Festa Junina,Grafos,,96,5
3044,,Manutenção,Grafos,,141,5
3045,,Parque Jurássico,Estruturas e Bibliotecas,,115,5
3046,,Dominó,Iniciante,,6.155,1
3047,,A idade de Dona Mônica,Iniciante,,6.463,1
3048,,Sequência Secreta,Ad-Hoc,,4.232,1
3049,,Nota Cortada,Matemática,,2.187,1
3050,,Distância Entre Amigos,Ad-Hoc,,851,3
3051,,Soma,Paradigmas,,495,9
3052,,Chuva,Ad-Hoc,,557,5
3053,,Jogo Dos Copos,Iniciante,,3.358,4
3054,,Matriz Super-legal,Ad-Hoc,,73,5
3055,,Nota Esquecida,Iniciante,,7.550,1
3056,,Ponto do Meio,Ad-Hoc,,569,4
3057,,Detetive,Ad-Hoc,,77,5
3058,,Supermercado,Ad-Hoc,,2.150,1
3059,,Pares de Números,Ad-Hoc,,1.502,2
3060,,Parcelamento Sem Juros,Ad-Hoc,,1.853,2
3061,,Manchas de Pele,Grafos,,291,5
3062,,Coleção de Upas,Ad-Hoc,,111,5
3063,,Linhas de Ônibus,Ad-Hoc,,101,5
3064,,Elástico,Geometria Computacional,,50,5
3065,,Calculando,Iniciante,,1.735,4
3067,,Dominó,Grafos,,115,5
3068,,Meteoros,Iniciante,,1.991,5
3069,,Sorvete,Estruturas e Bibliotecas,,414,6
3070,,Autoestradas HyperspaceTM,Grafos,,3,5
3071,,Melhor Ranking,Ad-Hoc,,15,5
3072,,Namoro,Grafos,,8,5
3073,,Vetores,Paradigmas,,0,5
3074,,Consultas em Uma Array,Ad-Hoc,,47,5
3075,,Cassinos e Viagem,Grafos,,12,5
3076,,Exercício de História,Iniciante,,2.159,4
3077,,Distribuindo Pequis,Ad-Hoc,,166,3
3078,,Só o Ouro,Matemática,,285,8
3079,,Rua Iluminada,Matemática,,22,5
3080,,Proteja os Dados,Strings,,29,5
3081,,Órbita,Geometria Computacional,,14,5
3082,,Matador De Onça Mutante,Grafos,,56,10
3083,,"Emreh, Liug E As Strings",Strings,,23,5
3084,,Relógio Antigo,Iniciante,,3.595,5
3085,,O Grande Dia,Ad-Hoc,,174,8
3086,,O Cavaleiro Jedi Guilherme,Paradigmas,,27,5
3087,,O Padawan Jorge,Ad-Hoc,,112,5
3088,,Correção de Texto,Strings,,1.582,4
3089,,Presentes de Natal,Iniciante,,1.443,7
